"sentence","tag"
"great location, close liverpool street. room great size, nicely tastefully equipped. bathroom nice too. spa facilities decent, pool gym really great. staff really friendly.","Facilities"
"automatic light switches bit confusing caused early wake partner returned gym early morning. steam room undergoing maintenance shame.","Facilities"
"clean professional","Facilities"
"pool serene warm! surprise! lovely views neighborhood. gym great perk well. bathroom luxurious shower amazing water pressure. staff super accommodating available. comfy beds, insulated, didnt hear street noise room.","Facilities"
"3 us, used storage clothing. dresser, just wardrobe hangers drawers.","Facilities"
"gym view","Facilities"
"restaurant staff","Facilities"
"everything.","Facilities"
"nothing.","Facilities"
"views","Facilities"
"comfort amenities","Facilities"
"rude members staff.","Facilities"
"perfect exceeded expectation! hotel location center london 5 mins walk liverpool train station technically possible walk shopping center london bridge hotel well. room big, modern extremely clean. staff friendly super helpful. definitely recommend hotel visit time london.","Facilities"
"brand new ! ! !","Facilities"
"hotel clean beautiful. staff amiable.","Facilities"
"nà","Facilities"
"draw bed good, lumpy","Facilities"
"staff excellent room fantastic overall best hotel stayed","Facilities"
"staff excellent, remembered ask plans day good time.","Facilities"
"nothing, hotel incredible.","Facilities"
"good location, nice rooms lovely inroom amenities. incredible bath robes! good reviews massage gym.","Facilities"
"spa facilities lacking small area changing, unbearable smelly steam room staff figure clean. jacuzzi resting areas. breakfast extremely disappointing toast requested separately kitchen cold tasted stale. noodles friend ordered bland, buffet items lacked flavour underwhelming.","Facilities"
"location. concierge team especially jeffrey bonnie super helpful.","Facilities"
"reception systems timely sync.","Facilities"
"stayed wedding night amazing. hotel fantastic value money, room view stunning use pool sauna facilities.","Facilities"
"impeccable cleanliness, great service, true luxury highly recommended","Facilities"
"breakfast average honest","Facilities"
"location great. room spacious comfortable. food good straits kitchen. housekeeping does great job cleaning room.","Facilities"
"wifi speed fast hoped, ok. tv able access internet.","Facilities"
"breakfast room service exceptional beautiful morning swim amazing infinity pool","Facilities"
"luxury excellent location","Facilities"
"absolutely fabulous experience minute pulled car outside. staff friendly approachable us. highly recommend","Facilities"
"spa amazing","Facilities"
"overall hotel exceeded expectations. location great, super modern, clean confortable, quiet unpretentious. let address upfront negatives stay pool water perfectly clean dirt surrounded floor. dont mind children classes restricted schedule reception staff kindly informed soo. pool didnt felt cleaned hotel class. open shower directly near pool staff inform people shower entering pool did. recpetion lobby feels somewhat small mainly executive style.. here.. maybe suitable residences entrance proper hotel. didnt like reception desk close near guest... felt wrong. separated instead huge fake plants crowding reception desks... complimentary small cake good also. overall good check impression. extra charge prices breakfast. price tag toast different eggs styles included. remaining aspects stay good indeed. really appreciated huge bathroom. modern, beautiful functional. clean aesthethic amazing diptyque bath products! nice indeed. wish bathtub though. day slight sewer smell appeared using shower didnt felt time. size, design confort room. nice appointed mechanical curtains, unique design, great furniture materials perfect condition. didnt like carpet fibers come easily. bed really good indeed. overall pleasant room. room cleaning good. hotel location big plus. hotel quiet relaxed times. return there? definitely!","Facilities"
"5 star service facilities amazing","Facilities"
"great new hotel london, nice modern room , good service","Facilities"
"excellent","Facilities"
"everything!","Facilities"
"returning guest property ticks boxes","Facilities"
"gorgeous rooms, excellent staff, facilities location.","Facilities"
"room service, particular vegan offerings need improvement. however, wouldnt stop stopping again. wonderful stay,","Facilities"
"beautifully styled. spotlessly clean. fantastic, spacious room incredible staff.","Facilities"
"everithing","Facilities"
"caffe shop becouse stay nice free table enjoy caffe children policy pool","Facilities"
"awesome hotel.","Facilities"
"restaurant needs attention, tends sloppy.","Facilities"
"professional polite staff, location near liverpool street underground, close food markets restaurants ,safe area, good room size, comfortable lounge, equipped gym. moreover, staff showed proper guest etiquette helpful polite answering questions.","Facilities"
"mattress uncomfortable sagging middle. surprising upscale hotel. hotel replace mattress better quality ones.","Facilities"
"location super close liverpool street station. spacious room. friendly staff.","Facilities"
"location, staff amenities","Facilities"
"extremely luxurious comfortable. friendly helpful staff. high standard housekeeping.","Facilities"
"staff really nice helpful , definitely coming","Facilities"
"phenomenonal service, beautiful decor atmosphere!!!","Facilities"
"excellent location close public transport easy access main sights heathrow airport elizabeth line new, modern facilities super nice friendly staff, especially hungarian people aniko kata restaurant awesome thank you!!","Facilities"
"magnifying mirror bathroom","Facilities"
"exceptionally helpful friendly staff, beautifully clean rooms facilities. truly luxury.","Facilities"
"nice children bar spaces daytime thats small comment. similarly nice childrens pool hours little longer. overall great though!","Facilities"
"loved everything, especially wonderful people work there.","Facilities"
"leave it.","Facilities"
"loved vegan breakfast, stunning view city, professionalism kindness staff congratulations chocolate cake special occasion.","Facilities"
"wish green space around, everything.","Facilities"
